,Text,Sentiment
5566,گاهی وقتا باید بخاطر اینکه از گرسنگی تلف نشی از همون غذاهایی ک متنفری استفاده کنی البته خیلی وقتی فقط تلقینه ک از این غذا متنفریم ولی بعد خوردن و امتحان کردن حسابی پاگیر اون غذای میشی ,Negative
5567,استادام ک بدشون میومد از روشم بشون برمیخورد انگار شیمیو اینجوری یاد میگرفتم ,Negative
5569,کمدام کرمی هستن   ازشون متنفرم  @weareoneEXO  @layzhang  #EXO,Negative
5570,عالی ,Positive
5571,چون ب شدت از این تیپ درس ها بدم میاد  ,Negative
5572,به به عجب دانشگاهی  ,Positive
5574,آخ ک چقدر از این مقدس سازی الکیشون بدم میاد...یعنی کاری ک تو این بحران ازشون برمیاد همینه؟شهید راه خدمت؟تجهیزشون کن که زنده بمونن چرا برای مرده شون نام گذاری میکنی؟ ,Negative
5575,:/ این دیگه چیه ,Positive
5576,چقدر ,Neutral
5577,نترس از هیچ چیز و هیچ کس   تنها بترس از وجدانت ,Neutral
5578,نه داداش از بچش متنفره میخواد بذارش سر راه   خدایی چی میگذره تو مغزتون از یه مادر همچین سوالی میپرسین؟,Positive
5580,عالی ست بانوی اردبهشتی ,Positive
5581,آره آره ,Positive
5582,کاش مجبور نشم عروسی بگیرم و بتونم با ی مهمونی کوچیک سر و تهشو هم بیارم.اصن از لباس عروس و کفش پاشنه بلند متنفرم ,Negative
5584,بجاش دکترید ,Neutral
5586,اره چرا به اون خانم محترم همون لحضه شماره ندادی خجالت بکش  ,Positive
5588,این آهنگه اونقدر ازش بدم میاد که بلااااااااااک ,Negative
5589,شت شت شت .جدی میگی؟؟؟ مگه میشه؟؟؟چجوری از بچشون گذشتن بابا مامانت ,Positive
5590,خوب دایی جهنمم واسه مادرا.چیز دیگه نموند بدیم انصافا ,Neutral
5591,اون خنگولارو باش که ده تومن میدادن تاب سوار شن ,Neutral
5592,فک من ب زور بربری رو تحمل کنه لاستیک آخه ,Positive
5593,امروز یکم عصبانی بودم   بابام با این حال منو دیده میگه:   ناراحت نباش دخترم اگه خودش نیاد پیامش میاد     یعنی اون شخص کیه که بابام میدونه ولی خودم هنوز نمیدونم؟! ,Negative
5594,چقد عصبی!  یه کم کوتاه بیا  چیزی از کره زمین که باقی نموند ,Neutral
5595,آخه توبایدواسه هرچیزی حرص بخوری دختر.پیرمیشی که ,Neutral
5596,همچین چیزایی هم میگن؟! ,Positive
5597,باشد مشتی بر دهان استکبار  ,Negative
5598,سلام   منم امیدوارم سال خیلی خوبی داشته باشی  ,Positive
5600,واااای ننرسیدی از خرس؟  از گاوای وحشی؟  چه سرتقی بخدا  انقد بدم میاد ,Negative
5601,چرم‌مشهد مگه اونجا شعبه نداره؟ ,Positive
5604,مگه خواستگاریه  ,Positive
5605,تولد داریم اونم دوتا تولد ....  بابا و داداشم هردوتا ١/١ بدنیا اومدن   کلی فردا هم عید داریم و سال تحویل و هم تولد بازی   البته هر سال داریم  ,Positive
5607,آخه میدونم از اخلاقم متنفری ,Negative
5608,  بابا افغانیا تقریبا صد ملیون میفروشن رو دستشون باد کرده بچه مگه,Positive
5609,من ازت متنفرم   دیبی کلاه قرمزی,Negative
5610,در میخانه رو که شما بستین  ,Negative
5611,الله اکبر به این شعور      به کجا داریم میریم ما آخه ,Negative
5612,نه تو قبول نیستی   تو کلیه‌ت درد میکرد اگه سالم بودی و نمیرفتی شرط بود ,Neutral
5613,تولدت مبارک  ,Positive
5614,-الو علي آقا:ميخوام از Play Store   اینستاگرام  بريزم روی تبلت خواهرم ولي خطا ميده  +اول  SHAREIT   نصب كنيد بقيه از گوشي خود تون انتقال بديد    -گوشيم ويروس داره  ميترسم اين هم ويروس بگيره    +     فهميدن دختر بود ديگه ,Neutral
5615,امروز صب انقد عصبی بودم کلیدامو برنداشتم....مامان ک امشب خونه نمیاد ابجی بزرگمم احتمالا ۱۰ میرسه...این خواهرکوچیکمم معلوم نیس کجاس....اخ ک چقد من بدبختم     الان اومدم مسجد محل نشستم......تا یخ نزنم,Negative
5616,کتلتو هر روز هم آدم سرخ کنه بخوره باز کمه، یه روز با ماست خیار، یهروز با خیارشور گوجه، یه روز ساندویچی  ,Positive
5618,یه جا پس برای ما ردیف کن ,Neutral
5619,این مجازی خیلی مسخرهست  ,Negative
5620,بیخیاآال تولدتونه   بادکنکای تو پروفایلتونو بترکونید اعصاب خودتونن خورد نکنید  ,Neutral
5621,مادرت ترسوند،شمام میترسوندیش،کتک چرا ,Positive
5622,اصن کینه ای نیسم حتی گاهیم خودم از این خصوصیتم عصبانی میشم چون گاهی واقعا لازمه. ولی هرکار میکنم نمیشه ,Negative
5623,مگه چي زيرشه؟ ,Positive
5626,خیلی زیاد :) ,Neutral
5627,مگه کی داره میاد   نمیدونم دیگه,Positive
5628,دقیقا منم همینو می‌گفتم با خودم چند روز پیش تبلیغ این سس‌های بیژن بود انگار ,Neutral
5629,یا اباعبدالله  ,Neutral
5630,اینم جالبه  ,Neutral
5632,خودتو گفتم    ما یه دانشگاهو سیگاری کردیم  از کفاش شدن میترسونیم ,Positive
5633,جدیدا تمام پادشاه‌ها و ملکه‌های سایر کشورا، حتی اونایی شاه و ملکه ندارن، مهاجرت کردن ‌ب توییتر فارسی...  یه چند تا رعیت موندیم بین اینا...  ملک و املاک و چرا ول کردید اومدید اینجا سَرورانم‌؟!   ,Negative
5634,اون اهنگ شادمهر بود میگفت از مردم شهر بیزارم....  فکر کنم این دوستت اون اهنگ رو زیاد گوش میده  ,Neutral
5635,چه عجب یکی منو فهمید ,Positive
5636,راستش میدونم که اینجا نیستی تعارف الکی نمیکنم ولی نوش جون تون خسته نباشید ,Positive
5638,چطور پیداش کردی ,Positive
5639,بعضیا شورشو در میارن   از فیلتر عبور کرده   مردم رای دادن   رای نماینده نماینده ها را هم گرفته    مجلس هم که انقلابیه   از چی می ترسید,Positive
5640,بهشون بگو قراره دو سه روز دیگه فیلتر بشن مهمونیشون کوفتشون بشه  ,Negative
5642,سلام، نمیشه این رو جایی گزارش کرد؟ این وحوشت و بی شرمی رو باید بشه پیگیری کرد. جناب معمار اعصابمون رو حسابی بهم ریختید.  ,Negative
5644,زنده باشید، سایه تون کم نشه ... همینطور برای شما  ,Positive
5647,منون  لطف دارید   البته بیشتر به خاطر مامانم بود,Positive
5649,از کینه و نفرت عبور باید.  چراکه تمام زندگی را تاریک میکند.  ,Neutral
5650,حالا کدومش بیشتر ؟؟؟؟ ,Neutral
5651,از ترس نبوده، از اینکه یه شال مفتی از دست داده بوده، ناراحت شده ,Neutral
5652,یه گوسفنده قرص اکس میخوره   میره لب جاده میگه :  مستقیم کشتارگاه ,Neutral
5653,چی هست؟؟ ,Neutral
5654,کپی نمیشه ولی خب تاثیر کلامش رو از دست داده  ,Neutral
5657,اینقدر از این بحث بدم میاد ,Negative
5658,ارزوی سلامتی و بهبودی هرچه زودتر برادر شما دوست عزیز و تمام بیماران دارم  ,Neutral
5659,مگه من گفتم نصیحت کردی ؟  ,Positive
5660,یبارکه منتظر بودم داداشم ازدستشویی دربیاد تا بترسونمش انقد طول کشید که کلاً یادم رفت واسه چی اونجام!  وقتی اومد بیرون دوتایی ازترس جیغ زدیم   ,Neutral
5662,کاش بشه اینو فرو کرد تو مغزشون ,Negative
5663,من خودمم هنوز گيج اون ٢ليوان آبيم كه تا صبح ده دفعه خواب آلود خوردم وصبح يادم آمده كه من نگهبان مراقب دندون مصنوعياي داخل جفتش بودم  دم صبح پر كردم لو نرم  واسه مادر خانم رو دارم يواش يواش با شبيه سازي هضم ميكنم اما واسه زنداييشو موندم چجوري هضم كنم خودمم ترسناك گيجم   ,Positive
5665,خواهش میکنم عزیزم ناراحت نباش براش خوشحال باش که الان جای بهتریه و کاری کن که با خنده های تو بخنده ,Neutral
5666,فلوکیها همه خوبن  ,Positive
5667,ممکنه ,Neutral
5668,به منم میگن گاها ک چه جالبه پوششتون و یا چقدر بهتون میاد اما این مدلی رو نداشتم  ,Positive
5671,اااره مهم اون رگ و ریشه مشدیه ک داری ,Neutral
5672,اگه هم از اون دسته ادمایی باشن که سر جونشون بترسن نمیان ,Neutral
5674,من از الان نگرانم که فردا کی میخواد مارو رباتهای اسراییل و آمریکا و آل‌سعود خطاب کنه     #IranRegimeShouldBeOverthrown,Neutral
5675,دارم و اتفاقا آدم بایدم داشته باشه ترسی نداره که    ی نکته فقط داره اون که میگه ندارم در اون دور دست ها چشش دنبالته ,Neutral
5676,تولدت مبارک دادا  ,Positive
5678,"چندتا نیروی خدماتی هست تو شرکت با اکثرشون رفیقم، شده گاهی باهاشون ""تی"" دستم گرفتم دفتر رو تمیز کردیم ولی امروز یکیشون با لحن بدی به چایی که ریخته بود رو زمین اشاره کرد گفت این چه نحوه چایی خوردنه!؟ منم گفتم بره تی بیاره و تمیزش کنه!الان هم عذاب وجدان دارم هم عصبیم  ",Negative
5679,عععه مبارکه :))  ,Positive
5680,از میگو متنفرم اما گمیشان( استان گلستان) سایت پرورش میگو چهار هزار هکتاری داره و صادر هم.میکنه.  پس شمالم میگو داره متاسفانه ,Negative
5682,ایشالا زودتر    حامله شدیم,Neutral
5683,قیمتشو داریا  ,Positive
5684,بابا اینجوری هییییچی از بازی نمیفهمی! بعدشم وسط بازی اخه کی هی حرف میزنه؟!  اعصاب داریا,Negative
5685,البته این حرفا نتیجش میشه فحش تو ناشناسم ,Neutral
5686,من هم از دین اسلام و مسلمین بیزارم!  به امید روزی که پایان بدیم بر این ننگ ۱۴۰۰ ساله ,Negative
5687,پاک پاکم از کسی هم نمیترسم ,Positive
5689,گربه منم همین فوبیا رو داشت!... قدرت خدا ,Positive
5690,شايدم از خانمش ميترسيده كه سن واقعيشو نگه ,Neutral
5691,یه سوال    مگه خاور میانه بیشترش کشورای مسلمون نیست؟ پس چرا خدا هر چی بهشته ریخته تو اروپا و امریکا برا کافرا ولی طرفای ما همش بیابون بی اب و علف؟  لنتی برو به همونا بگو ایمان بیارن‌ واااالا,Negative
5693,از زماني كه يادم مياد از اسمم متنفر بودم سادات  ,Negative
5694,کدوم خر نفهمی زده تولید بیت کوین ,Negative
5695,والله اساتید ما از خاطراتشونم بعنوان منبع امتحانی استفاده میکنن ,Positive
5696,حمله عصبی ,Negative
5697,یا امیرالمؤمنین!  ما کی اینقدر بی‌غیرت شدیم که هشتک دشمنتون بیاد بالا؟    #اللهم_العن_قتلة_أمير_المؤمنين  #تهدمت_أركان_الهدى  #از_حق_علی_نمیگذرم,Negative
5699,خب اینهمه انرژی رو نمیدونم کجا بریزم؟ ,Positive
5700,برای خودمم عجیب بود.  ,Positive
5704,در هر شرایطی خودم چون همخونم از ظرف شستن بدش میومد حتی اگه من ۲ روزم خونه تمیرفتم نمیشست ,Neutral
5705,این آقاعه انگار منشی کانون زبانِ ,Neutral
5706,من میترسم بمیرم آخرش نتونم تا همین ترکیه برم  بعد ملت حتی نمیتونن دوهفته تو خونه بمونن,Positive
5707,چه کت وشلوار های قهوه‌ای که ملت تنت میکنن    دمشون گرم ...    این بوی تهران برا همین کت وشلوارهای قهواییه  که ملت تن شما افساد طلبها میکنن هست ...,Negative
5709,عاخ عاخ دقیقا.از کسایی که شلخته و بدون نظم لباسها رو پهن میکنن متنفرم.یکی از لذت بخش ترین کارهای خونه اس برای من.حتی عاشق تا کردن و آویزون کردن لباسها تو کمد هم هستم فقط با اتو مشکل دارم یه مقدار خیلی زیاد ,Negative
5710, ⁦ ⁩⁦ ⁩⁦ ⁩  بدم میاد,Negative
5711,خودتون رو ناراحت نکنید   شاید اونم دچار سوء تفاهم شده باشه   چیزی که مهمه اینکه شما ظلمی درحقش نکردید اون بمونه و وجدان خودش ,Neutral
5712,کیه که بدش بیاد  ,Negative
5714,آفرین   شما مثل آبجی من از قابلمه شستن بدتون میاد   خود منم بدم میاد  ,Negative
5715,تو لندن هم یه سری رفتن پای صندوق رای و به روحانی و رئییسی رای دادن.پس لندن هم میتونه سهم ج.ا بشه.چون طرفدارانی داره    لودگی و وقاحت اندازه داره  ,Negative
5716,اونی که نه عاشقِ گربه ست و نه متنفر ازشون اووووووومد و آنلاین شد  ,Neutral
5717,واقعا؟؟؟؟ مرسی  ,Positive
5719, چه تعبیری ممنونم,Positive
5720,همین الان دیگه  ,Neutral
5721,فقط تو مونده بودی طلبکار ,Neutral
5722,وااااای خدااااا منم متنفرم ازش   اصن نمی تونم خودمو تصور کنم تو اون وضعیت ... حالا شما بچرخ، حالا بدو، حالا بپر... حالا ماچ کنید همدیگه رو...,Negative
5725,همون دستشون خورده ,Neutral
5728,کارت اشتباس، بی ادبای اینحا خیلی بامرامن اکثرا ,Neutral
5729,پسر عموم تو اینستاگرام دوتا فالووینگ داره یکی منم یکی داداشم بعد استوری گذاشته نوشته وظیفه خودم دونستم حرفمو ب مردم ایران بزنم مشتی مردم ایران چیه؟ی اس مس میدادی همینو به منو داداشم میگفتی دیگ ,Positive
5730, یا غریب,Neutral
5731,چه زرنگ ,Positive
5732,واااای بدم میاد من ولوم خودمو دوس دارم,Negative
5733,یعنی چی ؟  ,Positive
5734,هیچ حدسی نمیتونم بزنم واقعا ,Neutral
5735,خیلی واسم عجیبه تویه این عصر هنوز هم دنباله دشمنی هستیم.   به امید جهانی ازاد و خالی از خشونت  ,Positive
5736,پس چرا رو من نمیزنن ,Positive
5738,عه عه عه...     متنفرم ازش. خب برو یه گوله خمیر رو سس بمال بخور. چ کاری همونو دم کنی بعد بخوری. اییی,Negative
5739,منم همینطور..        ,Neutral
5740,کدوم شوهر و بچه بابا ,Neutral
5741,کدوووم مغغغغززز ,Neutral
5742, فردی باهوشم من تمام,Positive
5743,چرا دوست پسرا شکم ندارن ولی شوهرا شکم دارن؟ ,Positive
5745,بابا مگه در گوشت نگفتم باز  شروع نکنی   شما بفرما پیج من,Negative
5746,تو كرى نخونى نميگن زبون نداريا ,Negative
5747,عجب اسم جالبي داريد   يك لحظه فكر كردم خود بي شرف تاجزاده توييت گذاشته    #BloodLustRegimeMustGo,Positive
5748,یعنی واقعا تا قبل عقد نمیتونستن این موضوع رو حل کنن که این قدر استرس به کسی وارد نشه(شما هم بیخودی بنزین حروم نکنی )عجیبه واقعا ,Positive
5749,چه تفاهمی ,Neutral
5750,وزیر هم مثل رئیس جمهورمونه ,Neutral
5751,خیلی زیاد و پررنگ متنفررررررممممم از این آدما.⁦ ⁩,Negative
5754,خیلی بی ادبی که اکانت اصلیمو بلاک کردی و اینجا منشن میدی ,Negative
5756, باوشه...  شما راس ميگي,Negative
5757,سکانس ژانر وحشت ,Neutral
5759,و الان شدی معصوم بیکار و اینجا توییت میدی تندو تند  ,Neutral
5760,اینقدر عصبانی نشو شیرت خشک میشه بچه باید شیر مادر بخوره ,Neutral
5761,  چرا توییت میکنم همه با پیام توییتام لجن  ,Positive
5762,نفهمیدن  ,Neutral
5763,نه بابا کار نمیکنه کلا  من هی دارم سعی میکنم از پول بترسم  کووو...!؟ ,Neutral
5765,من و که کلا بلاک کرد آقای دهباشی.یک کلام گفتم فروهر و زنش و انقلابیا که نکشتن چون اگه می خواستن بکشن اول انقلاب که داغتر بودن میکشتن برو ببین کیا روسپی و آتیش زدن بلاکم کرد.بچه ننه دماغو سیبیل باباشم میچرخه دوچرخه چاقو کلا ازینا دیگه ,Negative
5767,چقدم این استقلالیا بی ثباتن هرکدوم بخاطر يه چيزی رنگ عوض میکنن. پرسپولیسی سرش بره تیمش نميره   نمونه ش رامین رضاییان,Neutral
5769,اتفاقا دنبالش هستم ,Neutral
5771,نمیدونم ظهر و صبحا که خوب بود   عصر و شب نمیرفتم دیگه     چیکار میکنن مگه؟,Neutral
5773,جدی همینو گفت؟؟ اییییول  ,Positive
5774,حالا شما هم به اعصابت مسلط باش  ,Neutral
5775,وای دکی عجب تیپی زدی  ,Positive
5776,از تمام حبوبات متنفرم واسه همین اصا آش نخوردم تو عمرم ,Negative
5778,خیلی با حاله بیشتر تا ترسناک  هی تحریک میشی بخونی  ,Positive
5779,بی ادبیه اینجور ،من باید برم کوردستان دست بوس مادر ,Neutral
5780,آقا یه سوالی، این پنیر هالومی را دوبار آخری که گرفتیم تا سرخش می‌کنیم یا کباب شل می‌شه و وامی‌ره. این یعنی فاسد شده و خرابه؟ چون تیکه‌ای خریدیمش نه قالب کامل  ,Positive
5781,باهمین حماقتت حجاب اجباری رو بدون تحقیق پذیرفتی   این خزعبلات تکبیر داشت    نام خدارا برای چه مطلب موهنی به کارمیبری؟,Negative
5782,   انقد که حتی شل مغزا هم فهمیدن  ,Neutral
5783,مشکل تو یه چیز دیگه س بداغی جان   خیلی نفرت انگیزی,Negative
5784, توام به من بگو زشت اصن بای  ,Negative
5785,  موفق باشه  ,Neutral
5786,اکوادور کجاعه دقیقن  ,Neutral
5787,انشاا... بهبودی زودتر حاصل بشه ، فقط بستنی های بعدش  ‌ من چند بار بی هوشی عمل داشتم یه بارم غش کردم اگه واقعا مردن مثه اون لحظه سبکی و کرختی اول باشه زیادم ترسناک نیست  ,Neutral
5788,ممنون زیبا جان ,Positive
5789,بعد این رشتو عاشقت شدم  ,Positive
5791,تقدیم خودت ,Neutral
5794,زنده باد آقای عجیب زاده که حمایتمون کرد  ,Positive
5795,اونجوری بخوره تو سرت ,Negative
5796,هیچکی حوصله یکی مثل خودشو نداره  ,Neutral
5797,اینقدر داچ و میکا اعصاب ادمو خورد میکنن  که ادم میلش نمیاد شکار کنه ببره کمپ    هزار دلار بدی اسب عرب بخری  بعد یهو سر از کوبا در بیاری همه چی به فنا بره ,Negative
5798,اگزکلی داشتم به این قضیه فکر میکردم    واقعا چطور میتونن !  اصلا مگه میشه  ,Positive
5799,کمتر فیلم ترسناک ببین کابوس نبینی  ,Neutral
5800,طرحی دارم در دست اجرا   اینم اینکه روز والنتاین هرکی بیاد بگه کادو گرفتم بلاکش کنم  :||   ,Neutral
5801,من نمیدونم چرا میترسین ,Positive
5802,مرسی  ,Positive
5803,چت هم میکنی   از خدا بترس  حجاب چی ؟ حجابت رو رعایت میکنی؟,Neutral
5804,اسكى رو اعصاب    خودم كه خيلى حال ميكنم  ,Positive
5805,یس یس  ,Positive
5806,خاکا می سر     فحش دادی ,Positive
5807,نوکرم مشتی  ,Positive
5808,ببین تا حالا نرفتم ها  ولی با توجه به بک گراند ذهنی که دارم حدسم اینه که بگن اینجا با امریکا فرق داره و جوگیر نشو و فلان    منم حوصله این حرفا رو اصلا ندارم  ,Neutral
5809,عاره اینطور ب ب ,Neutral
5810,احتمالا پزشک نیستی آیا؟؟؟؟؟ معمولا اونا زیاد بلد نیستن دیدم که میگم  ,Neutral
5811,کوفتت شه ,Negative
5812,عجب  حالا راضی هستین از این هم پایه فکری یعنی پیدا شد براتون  ,Positive
5813,نترس کسی که تو رو انتخاب کرده و روت کراش داره فقط به خاطر اخلاقت بوده    ,Neutral
5814,چرا واقعا ,Positive
5816, حماقت تو این جامعه بیداد میکنه,Negative
5817,از غیبت و سخن چینی بپرهیزید!  چون غیبت روزه را می‌شکند، و سخن چینی، موجب عذاب قبر میشود.  ‌    پیامبر رحمت (ص)    ‌,Neutral
5818,  از اینا متنفرممممممممممممممممممم,Negative
5819,نکن برادر من،  دارن گولت میزنن    ,Neutral
5820, ما دانشجوها چیکار کنیم؟!  فقط حرصشو ما میخوریم,Negative
5821,جالبه اون کارمند گنرک    اهل تسنن واز ترکمن صحراس ,Positive
5822,یه سوال   مگه شهید زشت هم داریم؟  عجیبه ,Positive
5823,صحنه منزجر کننده ایه جدی ,Negative
5824,پس چرا بک ندادین ,Positive
5825,شاید فیلترشکن اش وصل نمیشده  اعصابشم خرد بوده  خواسته سریع واکنش نشون بده  ,Neutral
5826,مامان منم عصبانی میشه حرفای الکی زیاد میزنه! یلد گرفتم نشنیده بگیرم ,Neutral
5828,همون زشتا بقیه رو زشت میبینن ,Negative
5829,یکی مثل سردار حاجی زاده آبروشو با خدا معامله میکنه!  یکی مثل ظریف آبروشو با شیطان معامله میکنه!  خداوند به سردار عزت میده و شیطان آبروی ظریف رو به لجن میکشه ,Negative
5830,‌دارن  ,Neutral
5831,قورمه سبزی ؟؟؟  غذا هستش ؟؟؟؟؟   ,Positive
5833,شما پيروز اين ميدان هستيد، ترس از مرگ براى هر كَس خوبه ؛ امّا شما كه اهل مبارزه هستيد كوتاه نياييد. انرژى دعاهايم تقديم شما.  ,Positive
5834,مهمه مگه ,Positive
5835,شما هنوز امید دارید؟ باور نکردید که به قول زنگنه که مخالفشم ولی حرف حقی زده به هرکی هرکاری میگید میگه سهم ما چی میشه؟  حتی اپراتور و برنامه نویس سیستم ... گزارش فساد کارشناسان رسمی دادگستری در 20:30 را ملاحظه نفرمودید؟ فساد تا بقال سر کوچه ما هم رسیده دستکش یه بار مصرف 20 تومن,Negative
5836,پیاز ارزون شده؛ کیلویی ۸۵۰۰ ,Neutral
5837,فعلن برنامه اينه:شما اين دهه هر روز نيروهات ر از ترس بچين توي ميدونها،ما هم هر بعد از ظهر ميايم پياده روي! بريد ،تجمع ميشه،گفته باشم   #قيام_بهمن,Neutral
5838,میبینی توروخدا ,Neutral
5839,نمیترسیم چندشمون میشه ,Neutral
5840,منم متنفرم .تا حالا فقط دویا سه تا فیلم هندی رو کامل دیدم .فیلم شعله و فیلم ویجی(ویژی) نمیدونم اسمش چی بود  ,Negative
5842,بعد پلیس چجوریه؟  ,Neutral
5843,عجیبه امار کتابخونی تو این نظرسنجی انقد بالاس. مث ک تنها کسی ک تو این مملکت کتاب نمیخونه منم ,Positive
5845,چرررا ,Positive
5847,عه تو مشدی؟  همشهری خودت گیر داده بره شیراز  به من چه  ,Positive
5848,مردمان عجیبی شدیم واقعا  در عجبم  ,Positive
5849,اخه تاریخش گذشته بود ,Neutral
5851,فداي سرت بابا اينجوري دارن دست و پا ميزنن بكشن ما رو تو حاشيه  ,Neutral
5853,داداش خوبه دیگه ,Positive
5854,خو مگه مشکلیه؟ ,Positive
5856,انقدر بدم میاد اون وقتایی که دارم با اهنگ هم خونی میکنم خواننده اهنگو اشتباه میخونه ,Negative
5857,من با کمال ادب و جنتلمن بودن مخ می‌زنم ، بعد که اوکی شدیم هم بد دهن نمی‌شم ، فقط اون شخصیت عصبی و بی حوصله‌مو و بی شعورمو رو می‌کنم  ولی بازم بد دهنی نمی‌کنم  ,Neutral
5858,مهمه اون چندتا سیب زمینیه خب ,Neutral
5859,بابا بچه ی ناف تهرون،بچه شمرون نکشیمون ,Neutral
5860,تو تقریبا برا شروع کاملی، ولی بدی ازدواج توی سن بالاتر همینه که با داشتن امکانات خوب، آدم کم کم ترسو میشه وگرنه خوشبخت کردن همسرت توی هرشرایطی میتونه بشه یا نشه، ی کمی تردید رو بزار کنار و آستین بالا بزن وگرنه دیگه خیلی دیر میشه و ترس بت غلبه میکنه ,Neutral
5861,اینم خوبه  ,Positive
5862,اصن انگار مار نیش زده ,Positive
5865,اخ گفتی  ,Neutral
5866,بی ادبا ,Negative
5868,اگه توی ۵ ۶ ماه هدفو مشخص نکنین خودتون ، باخت دادین   حتی اگه هدف خوشگذرونی و این چیزا باشه ، هدف که مشخص که شد دیگه ترسناک و پیچیده نیست برعکس لذت بخش و آروم میشه  ,Neutral
5869,سال نو مبارک  ,Positive
5870,:/ناموسن موندی باهاش ازدواج کنی یانه؟  خجالت نمیکشی خودت توییتو یدور بخونی بعد بگی موندی چیکا کنی؟ ,Negative
5871,کجا؟!!!!!!! ,Positive
5872,گوش‌دادم   عالی بود  ,Positive
5874,ولی چقدر راست گفتن که زیاد باشی زیادی میشی  لعنت به من که در برابر فهمیدن مقاومت میکنم,Negative
5877,اگه جاج نمی کنین #حمید_صفت  ,Neutral
5878,جدی؟  ,Positive
5879,آقا شی شی میکشی؟ ,Positive
5880,بوبه:گربه  گوگه:خاله( )  نونه:خونه  آک:خیار  ترسم:میترسم  دوس:سوخت     کلا زبان و ادبیات فارسی رو متحول کرده,Neutral
5882,از آلبالو و مربای آلبالو و آلبالوپلو متنفرررررم ,Negative
5883,يه چند وقته عصبي شدي ,Positive
5884,بعد میان لاف میزنن من فلانیو خر کردم  ,Negative
5885,چی زدین دکتر؟؟  از کی تا حالا جنس میزنین؟ اگر به آبجی نگفتم ,Negative
5886,نور چشمان منید ,Positive
5887,ولی نمیدونم چرا خیلی دوست دارم بکشم  وقتایی که عصبانی یا افسرده ام دوست داشتم یه نخ باشه  با اینکه از بوش متنفرم  نمیدونم چه هوسیه ,Neutral
5888,نهههههه متنفرم از کسی که خیس میکنه ,Negative
5890,جدی؟جالبه ,Positive
5891,درود بر شما و همکارانتون   پیروز و ماندگار باشید,Positive
5892,حالا میوه نشد هرچی   لباس   تخم مرغ   کلا دست فروشی  ,Neutral
5893,وای من از مترو کرج متنفرم ,Negative
5894,ممنونم از حسن نظر شما ,Positive
5895,نه چرا آخه  ,Positive
5896,سلام سال نو مبارک       بهترين ها رو براتون_آرزومندم  ,Positive
5897,چه جالب ,Positive
5898,شت .عجب ابر قهرمانی بوده این زن   ما اگر بودیم ب فاک عظمی میرفتیم ,Positive
5899,۸ میلیون سپر؟  مگه ماشینت چیه؟,Positive
5900,حالا چایی داغه دایی چاقه  ,Neutral
5901,بخدا فالوور جمع کردن از ما تازه واردا و زمین خورده ها خوردن نداره. انفالو کردن بعد بک گرفتن از گوشت سگ هم نجس تره ,Negative
5902,اونکه بحث آموزشی بود واقعیتش این بود میخواستی به چشنش بیاد و بپرسه ,Neutral
5903,جدا ؟!ینی گند زدم  ,Positive
5904,پس یه لگد محکم به بختت زدیا ,Neutral
5907,من که بدم میاد  از سیر، از سرکه، از سیر سرکه از بوی بدش ,Negative
5908,بدم میاد هرکی زنگ میزنه خونه میخواد چهارساعت حرفای خاله خانباجی بزنه  ,Negative
5909,راستشو بگین چشمتون دنبالش بوده   خدایی عجب ادمایی پیدا میشن ,Positive
5910,  همش یه طرف اینکه میری خونه بعد یادت میاد چرا اینو نگفتم یه طرف چقدر عصبی میشی اون موقعه  ,Negative
5913,اصن حرفشم نزن!!! من دختر بچه عرق سگ!!!! مگه کریم سگ پزم ,Neutral
5914,عجب سنجش هوش جالبی    حالا تو میگی اونا ریاضیشون خوب نیست اما خدا میدونه اونا تو اون لحظه چه فکری در مورد خودت داشتن  ,Positive
5915,پارتی داشته باش نفس نکش استخدامی پولتم بچهات میگیرن  ,Negative
5916,مرسی گفتی نمیدونستم    حالا چرا اینهمه رفتن دایرکت ایشون ؟,Positive
5917,چه کار قشنگی کردید! ,Positive
5919,نمیدونم چرا معلماس حرفه و فن اینجورین   من متنفر بودم ازش عقده ای رو,Negative
5920,وقتی همه مون انجام بدیم قبحش میشکنه دیگه ,Neutral
5923, ترسناک نیست سیامک، فقط هیجانیه  ,Neutral
5924,اخ گفتی ,Positive
5925,منم خیلی به این موضوع فکر میکنم ,Neutral
5926,من چ بدونم   دارم از دید هم جنس هام نگاه میکنم  از دید دوستانم ک دوس پسر دارند و خوششون میاد چجور دوس پسری داشته باشن  اکثرن که تو فاز هستن؛ مدل فیلم ترکیه ای میپسندن، اول متنفر هستن از هم و کم کم عاشق همدیگه میشن   که خب وقتی با واقعیت زندگی رو به رو بشن میفهمن ک عه فرق داره,Neutral
5930,نه واقعآ چرا؟!! ,Positive
5931,ای بابا...دوست داشتن دیگه چه کوفتیه ,Negative
5932,عادتش بوده.دله دزد بوده.هنوزم ازش بدم میاد و دلم میخواد هر حا که دیدمش بزنم تو صورتش ,Negative
5933,خواهش می کنم، بزرگوارید.  انشالله سلامت باشید  ,Positive
5934,خب بعدش چی؟؟ ,Neutral
5935,منم بدم میاد  ,Negative
5936,چطوری یخچالی ,Neutral
5937,ممنون بزرگوار،روزتون زيبا ,Positive
5938,عجب پدریه باحالی   دمش گرم   والا اختراع علیرضا هم حرف نداشته  دم اونم گرم,Neutral
